STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,milkitem,Item of milk,dairyprod,Dairy and other animal products (except meat),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-08,,61.14,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-09,,54.54,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-10,,56.81,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-11,,58.32,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-12,,66.49,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-01,,64.46,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-02,,57.6,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-03,,65.99,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-04,,65.67,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-05,,67.1,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-06,,57.11,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-07,,56.29,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-08,,51.11,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-09,,48.08,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-10,,49.19,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-11,,53.72,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2019-12,,59.66,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-01,,65.17,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-02,,60.86,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-03,,67,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-04,,64.92,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-05,,65.09,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-06,,63.33,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-07,,60.63,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-08,,52.6,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-09,,50.15,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-10,,50.82,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-11,,52.28,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2020-12,,61.7,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-01,,58.62,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-02,,55.78,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-03,,63.96,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-04,,63.08,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-05,,64.26,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-06,,60.49,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-07,,58.38,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-08,,52.06,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-09,,44,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-10,,44.23,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-11,,47.51,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2021-12,,50.34,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-01,,52.62,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-02,,47.9,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-03,,60.44,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-04,,61.27,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-05,,58.05,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-06,,48.63,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-07,,50.88,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-08,,50.7,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-09,,47.91,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-10,,55.3,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-11,,56.7,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2022-12,,57.92,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-01,,61.18,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-02,,58.28,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-03,,61.9,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-04,,60.55,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-05,,60.75,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-06,,55.94,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-07,,55.1,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-08,,50.75,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-09,,50.68,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-10,,47.99,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-11,,51,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2023-12,,53.75,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-01,,54.01,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-02,,52.71,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-03,,56.91,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-04,,57.98,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-05,,59.21,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-06,,55.33,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-07,,50.22,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-08,,45.14,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-09,,42.77,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-10,,39.33,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-11,,47.25,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2024-12,,51.96,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-01,,54.27,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-02,,51.76,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-03,,56.5,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-04,,51.1,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-05,,53.26,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-06,,49.17,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-07,,46.08,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-08,,45.95,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-09,,46.75,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-10,,51.39,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-11,,50.47,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2025-12,,56.44,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2026-01,,56.87,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2026-02,,54.09,,,,,
